draw,pearson_r,spearman_rho,cosine_similarity,sign_concordance,projection,frozen_score_log_hr
131,0.47479930126284653,0.36347826086956525,0.6515487783637285,0.5833333333333334,0.21664290449205537,0.09658730227319472
132,0.3921637183542443,0.36347826086956525,0.701764503340917,0.7916666666666666,0.23804602929676175,0.11096364797187835
133,0.2825972396028677,0.19043478260869565,0.6861922621393421,0.8333333333333334,0.2368261105542852,0.11047567840315142
134,0.5181797002010798,0.37478260869565216,0.7628517121793376,0.75,0.2887254120569243,0.1346454186861315
135,0.4011337767415291,0.25652173913043474,0.6862624140040626,0.7083333333333334,0.25806986692781736,0.11581817553356405
136,0.5658061940488781,0.34521739130434775,0.6761347928324613,0.5416666666666666,0.21485359463174902,0.09893717531940323
137,0.4842257182082962,0.38260869565217387,0.7550941768182875,0.75,0.40118525592964843,0.17527480549203317
138,0.5714337925734654,0.4730434782608695,0.7974082965850269,0.8333333333333334,0.4204766971611945,0.1913000301636168
139,0.25920340213555504,0.19565217391304346,0.5974395661338378,0.7083333333333334,0.15039731775669504,0.06601172980469465
140,0.5210578955335272,0.4234782608695652,0.650152440880226,0.625,0.18113952421345533,0.08329866347414955
141,0.5804428186463981,0.5078260869565216,0.6165218032120456,0.625,0.13225019824978682,0.0602085627965701
142,0.34244026134776756,0.21913043478260866,0.6778827365205293,0.7916666666666666,0.3015552517120964,0.1301957985000342
143,0.40345469072580764,0.32,0.7179930390295832,0.8333333333333334,0.23492657234665204,0.10406457094748843
144,0.4089486057074651,0.19652173913043475,0.6713282833035293,0.7916666666666666,0.21198307398268232,0.0943163915692944
145,0.45847136007998956,0.3852173913043478,0.6891107247059488,0.6666666666666666,0.1954062956614585,0.08729369616734797
146,0.25175438344460344,0.16086956521739126,0.568732402126659,0.625,0.1677050200154071,0.07503637190467011
147,0.12639049390540655,0.13391304347826086,0.3905530661348079,0.625,0.07976755977452564,0.03665079732083745
148,0.37843191573158835,0.25565217391304346,0.2779799270251113,0.5,0.06084403317875868,0.02736842355407792
149,0.3546668526209127,0.2278260869565217,0.598793874491672,0.6666666666666666,0.1757761638750589,0.07812669172454938
150,0.3142751647678065,0.2539130434782608,0.6611796886161352,0.875,0.23288115776905427,0.10499016549264997
151,0.2562039950997029,0.19565217391304346,0.5725015620949101,0.625,0.2147025675532799,0.10048319194036717
152,0.6311910367068719,0.4513043478260869,0.7735985165532109,0.6666666666666666,0.28931863851899137,0.12794950830033977
153,0.5504152203582149,0.5130434782608695,0.7015042753304722,0.625,0.218769205391756,0.09836536157282455
154,0.7531730696649889,0.6017391304347826,0.8265707616094947,0.5833333333333334,0.2991957937553691,0.13498165635560774
155,0.5595477550298609,0.3678260869565217,0.77201834162519,0.7916666666666666,0.43693784217075643,0.19076690330577942
156,0.625783003608271,0.32347826086956516,0.7850835449947146,0.625,0.2768842090089684,0.1254160668854028
157,0.6747296111167321,0.5260869565217391,0.8036435640804568,0.75,0.2251338976862726,0.10343141866813456
158,0.28982826063152944,0.23130434782608694,0.7009481131234502,0.875,0.23016638730573302,0.10579761696969493
159,0.5384593829025467,0.39826086956521733,0.7834761632399816,0.8333333333333334,0.34100292792704284,0.15434351167000376
160,0.34067788816666605,0.3408695652173913,0.6831292763950941,0.7916666666666666,0.29095781839994395,0.13099381161867038
161,0.524289543207801,0.43304347826086953,0.7803015728057152,0.875,0.3661664919370256,0.16345296866266323
162,0.680994421611912,0.4991304347826086,0.8238405646051482,0.7916666666666666,0.2175602303615936,0.1005698804544284
163,0.253232112748702,0.1417391304347826,0.6305085133240997,0.75,0.24652182907015865,0.11389672608526943
164,-0.05315268820794779,-0.1417391304347826,0.34764373343495886,0.5833333333333334,0.08804509144810259,0.03971455722222969
165,0.7270132626270753,0.5991304347826086,0.8406130142745412,0.6666666666666666,0.2737505290566629,0.12264340559779725
