feature_family,discovery_energy,replication_energy,discovery_smoothness_empirical_p,replication_smoothness_empirical_p,alignment_cosine,alignment_empirical_p,n_label_permutations
rs_diff,0.1489246518978714,0.3277455417420143,0.0026997300269973002,0.006799320067993201,0.87872501472287,0.010798920107989201,10000
rs_diff_2,0.8297688897310118,0.432491263964645,0.025897410258974102,0.0324967503249675,0.5653806401849768,0.0907909209079092,10000
