analysis,n_features,pearson_r,pearson_p,spearman_rho,spearman_p,cosine_similarity,sign_concordance_n,sign_concordance_fraction
supportive_CODE_discovery_vs_SaMi_Trop,24,0.5536739375430589,0.005002652004319676,0.5556521739130434,0.0048174010463330865,0.7836591626904178,21,0.875
