cohort,subgroup,feature,lead,feature_family,n,deaths,hr_per_sd,ci95_lower,ci95_upper,p_value,concordance,adjustment_covariates,bonferroni_alpha_24,bonferroni_significant,source_analysis_label
CODE_replication_corrected,all,rs_diff_2_V4,V4,rs_diff_2,14447,536,1.0095897953735822,0.9313817138956112,1.0943650060073127,0.8165389861221627,0.8172178296995364,age;is_male;nn_predicted_age;1dAVb;RBBB;LBBB;SB;ST;AF,0.0020833333333333333,False,PRIMARY_POSITIVE_FOLLOWUP_14447
CODE_replication_corrected,all,rs_diff_V5,V5,rs_diff,14447,536,0.9846730698332944,0.9133792895599016,1.061531682990209,0.6871051590412873,0.8172665890395163,age;is_male;nn_predicted_age;1dAVb;RBBB;LBBB;SB;ST;AF,0.0020833333333333333,False,PRIMARY_POSITIVE_FOLLOWUP_14447
CODE_replication_corrected,all,rs_diff_2_V5,V5,rs_diff_2,14447,536,1.0019955424182865,0.9248426427716301,1.0855847477115421,0.9611067008288692,0.8172132103936436,age;is_male;nn_predicted_age;1dAVb;RBBB;LBBB;SB;ST;AF,0.0020833333333333333,False,PRIMARY_POSITIVE_FOLLOWUP_14447
CODE_replication_corrected,all,rs_diff_V6,V6,rs_diff,14447,536,0.938983290950565,0.8709758676690923,1.012300860922741,0.10074597602201517,0.8176648758587204,age;is_male;nn_predicted_age;1dAVb;RBBB;LBBB;SB;ST;AF,0.0020833333333333333,False,PRIMARY_POSITIVE_FOLLOWUP_14447
CODE_replication_corrected,all,rs_diff_2_V6,V6,rs_diff_2,14447,536,0.9705325356226007,0.8911026496915357,1.0570425337957354,0.4923520486759845,0.8173398135921879,age;is_male;nn_predicted_age;1dAVb;RBBB;LBBB;SB;ST;AF,0.0020833333333333333,False,PRIMARY_POSITIVE_FOLLOWUP_14447
CODE_replication_corrected,normal_ecg,rs_diff_I,I,rs_diff,5453,81,0.9192269022269884,0.7723344027927842,1.0940573082363796,0.34309649268476744,0.797671463965935,age;is_male;nn_predicted_age,0.0020833333333333333,False,PRIMARY_POSITIVE_FOLLOWUP_14447
CODE_replication_corrected,normal_ecg,rs_diff_2_I,I,rs_diff_2,5453,81,0.8922071659153966,0.7416425587784641,1.073338655513386,0.22648239131274325,0.7989811900400462,age;is_male;nn_predicted_age,0.0020833333333333333,False,PRIMARY_POSITIVE_FOLLOWUP_14447
CODE_replication_corrected,normal_ecg,rs_diff_II,II,rs_diff,5453,81,1.0757713719319482,0.9135258491399384,1.2668322913444647,0.38122320649602726,0.7971825800396539,age;is_male;nn_predicted_age,0.0020833333333333333,False,PRIMARY_POSITIVE_FOLLOWUP_14447
CODE_replication_corrected,normal_ecg,rs_diff_2_II,II,rs_diff_2,5453,81,1.0869558000585158,0.9329437923361781,1.266392381820056,0.28480497167586205,0.7988846203755956,age;is_male;nn_predicted_age,0.0020833333333333333,False,PRIMARY_POSITIVE_FOLLOWUP_14447
CODE_replication_corrected,normal_ecg,rs_diff_III,III,rs_diff,5453,81,1.0237694369613168,0.8629174988843259,1.2146049435910093,0.7876475135648789,0.7990234392682434,age;is_male;nn_predicted_age,0.0020833333333333333,False,PRIMARY_POSITIVE_FOLLOWUP_14447
CODE_replication_corrected,normal_ecg,rs_diff_2_III,III,rs_diff_2,5453,81,1.0165052621788593,0.8584003816585172,1.2037307649385047,0.8494705893972799,0.7991652759629052,age;is_male;nn_predicted_age,0.0020833333333333333,False,PRIMARY_POSITIVE_FOLLOWUP_14447
CODE_replication_corrected,normal_ecg,rs_diff_aVR,aVR,rs_diff,5453,81,1.0283283841353947,0.8691135916941283,1.2167100776289195,0.744818811976184,0.7989932612481025,age;is_male;nn_predicted_age,0.0020833333333333333,False,PRIMARY_POSITIVE_FOLLOWUP_14447
CODE_replication_corrected,normal_ecg,rs_diff_2_aVR,aVR,rs_diff_2,5453,81,0.9980203441478447,0.8399674039262726,1.1858134049930458,0.9820275430414726,0.7990747419024827,age;is_male;nn_predicted_age,0.0020833333333333333,False,PRIMARY_POSITIVE_FOLLOWUP_14447
CODE_replication_corrected,normal_ecg,rs_diff_aVL,aVL,rs_diff,5453,81,0.9310664368649283,0.7806273289946131,1.1104975161103228,0.4269942559248191,0.7987518370869761,age;is_male;nn_predicted_age,0.0020833333333333333,False,PRIMARY_POSITIVE_FOLLOWUP_14447
CODE_replication_corrected,normal_ecg,rs_diff_2_aVL,aVL,rs_diff_2,5453,81,0.92814181564114,0.7723043846901491,1.115424497152437,0.42651741770159424,0.7989842078420604,age;is_male;nn_predicted_age,0.0020833333333333333,False,PRIMARY_POSITIVE_FOLLOWUP_14447
CODE_replication_corrected,normal_ecg,rs_diff_aVF,aVF,rs_diff,5453,81,0.9970104793325091,0.8452708526378222,1.1759897940367723,0.9716475743074432,0.7991501869528348,age;is_male;nn_predicted_age,0.0020833333333333333,False,PRIMARY_POSITIVE_FOLLOWUP_14447
CODE_replication_corrected,normal_ecg,rs_diff_2_aVF,aVF,rs_diff_2,5453,81,0.9943619443448767,0.8405998575610211,1.176250111712097,0.9474033666278515,0.7992226142011727,age;is_male;nn_predicted_age,0.0020833333333333333,False,PRIMARY_POSITIVE_FOLLOWUP_14447
CODE_replication_corrected,normal_ecg,rs_diff_V1,V1,rs_diff,5453,81,0.9355278427087712,0.7872012869436603,1.1118024817786736,0.44925123497758523,0.799904637456355,age;is_male;nn_predicted_age,0.0020833333333333333,False,PRIMARY_POSITIVE_FOLLOWUP_14447
CODE_replication_corrected,normal_ecg,rs_diff_2_V1,V1,rs_diff_2,5453,81,0.9207390112485845,0.7638610089992928,1.1098358429704924,0.3862248567538621,0.7999831003087211,age;is_male;nn_predicted_age,0.0020833333333333333,False,PRIMARY_POSITIVE_FOLLOWUP_14447
CODE_replication_corrected,normal_ecg,rs_diff_V2,V2,rs_diff,5453,81,0.9824452914635727,0.8285160453439556,1.1649729128881812,0.8385880593012816,0.7992135607951305,age;is_male;nn_predicted_age,0.0020833333333333333,False,PRIMARY_POSITIVE_FOLLOWUP_14447
CODE_replication_corrected,normal_ecg,rs_diff_2_V2,V2,rs_diff_2,5453,81,1.0131562818121564,0.8571320451699855,1.1975816995289938,0.8782524724587113,0.7990868131105391,age;is_male;nn_predicted_age,0.0020833333333333333,False,PRIMARY_POSITIVE_FOLLOWUP_14447
CODE_replication_corrected,normal_ecg,rs_diff_V3,V3,rs_diff,5453,81,1.0236413467285739,0.861578401461549,1.2161883410201204,0.790460855040887,0.7998593704261439,age;is_male;nn_predicted_age,0.0020833333333333333,False,PRIMARY_POSITIVE_FOLLOWUP_14447
CODE_replication_corrected,normal_ecg,rs_diff_2_V3,V3,rs_diff_2,5453,81,1.0302928598270273,0.8785288537846677,1.2082737777338102,0.7135718582855735,0.800348254352425,age;is_male;nn_predicted_age,0.0020833333333333333,False,PRIMARY_POSITIVE_FOLLOWUP_14447
CODE_replication_corrected,normal_ecg,rs_diff_V4,V4,rs_diff,5453,81,1.0416388497824236,0.8770637177171318,1.237095403057119,0.6419696890133246,0.799008350258173,age;is_male;nn_predicted_age,0.0020833333333333333,False,PRIMARY_POSITIVE_FOLLOWUP_14447
CODE_replication_corrected,normal_ecg,rs_diff_2_V4,V4,rs_diff_2,5453,81,1.030527484852861,0.8720420062169205,1.217816216955258,0.7241300229381118,0.7991833827749897,age;is_male;nn_predicted_age,0.0020833333333333333,False,PRIMARY_POSITIVE_FOLLOWUP_14447
CODE_replication_corrected,normal_ecg,rs_diff_V5,V5,rs_diff,5453,81,1.0651865218569119,0.8971221341991074,1.2647356286204472,0.4710300479672287,0.8005776073054951,age;is_male;nn_predicted_age,0.0020833333333333333,False,PRIMARY_POSITIVE_FOLLOWUP_14447
CODE_replication_corrected,normal_ecg,rs_diff_2_V5,V5,rs_diff_2,5453,81,1.0791887423310673,0.9255397955084482,1.2583449649880343,0.3307889801488608,0.80172738987286,age;is_male;nn_predicted_age,0.0020833333333333333,False,PRIMARY_POSITIVE_FOLLOWUP_14447
CODE_replication_corrected,normal_ecg,rs_diff_V6,V6,rs_diff,5453,81,1.0379782191822569,0.8787483518506289,1.2260606591497851,0.6608793922353391,0.7990023146541448,age;is_male;nn_predicted_age,0.0020833333333333333,False,PRIMARY_POSITIVE_FOLLOWUP_14447
CODE_replication_corrected,normal_ecg,rs_diff_2_V6,V6,rs_diff_2,5453,81,1.016371478294923,0.8542206549400805,1.2093022756091842,0.8547012803331786,0.7990777597044968,age;is_male;nn_predicted_age,0.0020833333333333333,False,PRIMARY_POSITIVE_FOLLOWUP_14447
CODE_replication_corrected,rhythm_abnormalities_excluded,rs_diff_I,I,rs_diff,13019,395,0.9004223338106572,0.8224403310279671,0.9857984204296769,0.023242040295749136,0.8125087529966142,age;is_male;nn_predicted_age,0.0020833333333333333,False,PRIMARY_POSITIVE_FOLLOWUP_14447
CODE_replication_corrected,rhythm_abnormalities_excluded,rs_diff_2_I,I,rs_diff_2,13019,395,0.9033680133503711,0.8112739071316113,1.0059164486504388,0.06396322429594402,0.8125988573735243,age;is_male;nn_predicted_age,0.0020833333333333333,False,PRIMARY_POSITIVE_FOLLOWUP_14447
CODE_replication_corrected,rhythm_abnormalities_excluded,rs_diff_II,II,rs_diff,13019,395,1.0100219390178453,0.9302094210818274,1.0966824181493962,0.8123213431968721,0.8116298491601243,age;is_male;nn_predicted_age,0.0020833333333333333,False,PRIMARY_POSITIVE_FOLLOWUP_14447
CODE_replication_corrected,rhythm_abnormalities_excluded,rs_diff_2_II,II,rs_diff_2,13019,395,1.0013468077341419,0.9252810075639051,1.0836658497933176,0.9733637332889505,0.8117559952877985,age;is_male;nn_predicted_age,0.0020833333333333333,False,PRIMARY_POSITIVE_FOLLOWUP_14447
CODE_replication_corrected,rhythm_abnormalities_excluded,rs_diff_III,III,rs_diff,13019,395,1.000613415909167,0.9167022069241857,1.092205517271343,0.9890513009455648,0.8117750459274882,age;is_male;nn_predicted_age,0.0020833333333333333,False,PRIMARY_POSITIVE_FOLLOWUP_14447
CODE_replication_corrected,rhythm_abnormalities_excluded,rs_diff_2_III,III,rs_diff_2,13019,395,0.9727147477436179,0.8900924702007036,1.0630063865887789,0.5413076329966737,0.8117462125268768,age;is_male;nn_predicted_age,0.0020833333333333333,False,PRIMARY_POSITIVE_FOLLOWUP_14447
CODE_replication_corrected,rhythm_abnormalities_excluded,rs_diff_aVR,aVR,rs_diff,13019,395,0.9873225600100864,0.9077213339426745,1.0739042931499865,0.7660983463579327,0.811868239597321,age;is_male;nn_predicted_age,0.0020833333333333333,False,PRIMARY_POSITIVE_FOLLOWUP_14447
CODE_replication_corrected,rhythm_abnormalities_excluded,rs_diff_2_aVR,aVR,rs_diff_2,13019,395,0.9963911567226873,0.9087566136665934,1.0924766018367749,0.938647944361065,0.8118007900351768,age;is_male;nn_predicted_age,0.0020833333333333333,False,PRIMARY_POSITIVE_FOLLOWUP_14447
CODE_replication_corrected,rhythm_abnormalities_excluded,rs_diff_aVL,aVL,rs_diff,13019,395,0.9237299532332517,0.841344793308918,1.0141823343845264,0.09601229160249747,0.8120700734015999,age;is_male;nn_predicted_age,0.0020833333333333333,False,PRIMARY_POSITIVE_FOLLOWUP_14447
CODE_replication_corrected,rhythm_abnormalities_excluded,rs_diff_2_aVL,aVL,rs_diff_2,13019,395,0.9236714445213561,0.8317020922556186,1.0258107384464197,0.13787513122535752,0.812038150708066,age;is_male;nn_predicted_age,0.0020833333333333333,False,PRIMARY_POSITIVE_FOLLOWUP_14447
CODE_replication_corrected,rhythm_abnormalities_excluded,rs_diff_aVF,aVF,rs_diff,13019,395,0.9995942515856764,0.9186908571050281,1.0876223052352612,0.9924805617292509,0.811779937307949,age;is_male;nn_predicted_age,0.0020833333333333333,False,PRIMARY_POSITIVE_FOLLOWUP_14447
CODE_replication_corrected,rhythm_abnormalities_excluded,rs_diff_2_aVF,aVF,rs_diff_2,13019,395,0.9784695712200472,0.895192077924517,1.0694941626642407,0.6315223209257752,0.8119949006071491,age;is_male;nn_predicted_age,0.0020833333333333333,False,PRIMARY_POSITIVE_FOLLOWUP_14447
CODE_replication_corrected,rhythm_abnormalities_excluded,rs_diff_V1,V1,rs_diff,13019,395,0.8846840090961479,0.8108719722212768,0.9652150065150523,0.005843007916722099,0.8135307940718528,age;is_male;nn_predicted_age,0.0020833333333333333,False,PRIMARY_POSITIVE_FOLLOWUP_14447
CODE_replication_corrected,rhythm_abnormalities_excluded,rs_diff_2_V1,V1,rs_diff_2,13019,395,0.9070957740655018,0.8208880728891406,1.0023568017397817,0.055650602340255595,0.8130905698303772,age;is_male;nn_predicted_age,0.0020833333333333333,False,PRIMARY_POSITIVE_FOLLOWUP_14447
CODE_replication_corrected,rhythm_abnormalities_excluded,rs_diff_V2,V2,rs_diff,13019,395,0.8796832863246468,0.8090937088308334,0.9564314686826056,0.0026668424213860194,0.8141952494912964,age;is_male;nn_predicted_age,0.0020833333333333333,False,PRIMARY_POSITIVE_FOLLOWUP_14447
CODE_replication_corrected,rhythm_abnormalities_excluded,rs_diff_2_V2,V2,rs_diff_2,13019,395,0.9219032219090223,0.8381817083011662,1.0139872323017307,0.0941289812735462,0.8128199992585697,age;is_male;nn_predicted_age,0.0020833333333333333,False,PRIMARY_POSITIVE_FOLLOWUP_14447
CODE_replication_corrected,rhythm_abnormalities_excluded,rs_diff_V3,V3,rs_diff,13019,395,0.9150594288404085,0.8414670591317908,0.9950879826165495,0.037979644755140256,0.8130905698303772,age;is_male;nn_predicted_age,0.0020833333333333333,False,PRIMARY_POSITIVE_FOLLOWUP_14447
CODE_replication_corrected,rhythm_abnormalities_excluded,rs_diff_2_V3,V3,rs_diff_2,13019,395,0.9832173125737516,0.8985776936732321,1.0758293807550234,0.7124892747492434,0.8118651503043983,age;is_male;nn_predicted_age,0.0020833333333333333,False,PRIMARY_POSITIVE_FOLLOWUP_14447
CODE_replication_corrected,rhythm_abnormalities_excluded,rs_diff_V4,V4,rs_diff,13019,395,0.9909589621109454,0.9098450891667695,1.0793042423159211,0.8348837872619437,0.8118396636377866,age;is_male;nn_predicted_age,0.0020833333333333333,False,PRIMARY_POSITIVE_FOLLOWUP_14447
CODE_replication_corrected,rhythm_abnormalities_excluded,rs_diff_2_V4,V4,rs_diff_2,13019,395,1.0123578806711493,0.9253968227500098,1.1074908118998836,0.7886804537613725,0.811786630775948,age;is_male;nn_predicted_age,0.0020833333333333333,False,PRIMARY_POSITIVE_FOLLOWUP_14447
CODE_replication_corrected,rhythm_abnormalities_excluded,rs_diff_V5,V5,rs_diff,13019,395,0.9978209126368286,0.9171312775729593,1.085609659208453,0.959560729999514,0.8117832840419484,age;is_male;nn_predicted_age,0.0020833333333333333,False,PRIMARY_POSITIVE_FOLLOWUP_14447
CODE_replication_corrected,rhythm_abnormalities_excluded,rs_diff_2_V5,V5,rs_diff_2,13019,395,1.0121220387830265,0.9254404375208938,1.1069226930849156,0.7919627233862381,0.8117899775099475,age;is_male;nn_predicted_age,0.0020833333333333333,False,PRIMARY_POSITIVE_FOLLOWUP_14447
CODE_replication_corrected,rhythm_abnormalities_excluded,rs_diff_V6,V6,rs_diff,13019,395,0.9449993097892762,0.8692677845306005,1.0273286453200792,0.18439372469030063,0.8123869833672469,age;is_male;nn_predicted_age,0.0020833333333333333,False,PRIMARY_POSITIVE_FOLLOWUP_14447
CODE_replication_corrected,rhythm_abnormalities_excluded,rs_diff_2_V6,V6,rs_diff_2,13019,395,0.9775493535031762,0.889383715194325,1.0744549537043009,0.6377541094719943,0.811872616095628,age;is_male;nn_predicted_age,0.0020833333333333333,False,PRIMARY_POSITIVE_FOLLOWUP_14447
CODE_replication_original_audit,all,rs_diff_I,I,rs_diff,14457,546,0.924370458784883,0.8523094641889267,1.0025240607732728,0.057552814724005925,0.8146529328638898,age;is_male;nn_predicted_age;1dAVb;RBBB;LBBB;SB;ST;AF,0.0020833333333333333,False,AUDIT_ZERO_TIME_INCLUDED_14457
CODE_replication_original_audit,all,rs_diff_2_I,I,rs_diff_2,14457,546,0.9748277533060788,0.8932926555286013,1.0638049498497764,0.5672750246296545,0.8141735943410339,age;is_male;nn_predicted_age;1dAVb;RBBB;LBBB;SB;ST;AF,0.0020833333333333333,False,AUDIT_ZERO_TIME_INCLUDED_14457
CODE_replication_original_audit,all,rs_diff_II,II,rs_diff,14457,546,0.9789354208431228,0.9079463671313188,1.0554748527813629,0.5793831101971867,0.8145687856623854,age;is_male;nn_predicted_age;1dAVb;RBBB;LBBB;SB;ST;AF,0.0020833333333333333,False,AUDIT_ZERO_TIME_INCLUDED_14457
CODE_replication_original_audit,all,rs_diff_2_II,II,rs_diff_2,14457,546,0.9890832538196007,0.918438454894462,1.0651619362984794,0.7715681825729003,0.8143290329215909,age;is_male;nn_predicted_age;1dAVb;RBBB;LBBB;SB;ST;AF,0.0020833333333333333,False,AUDIT_ZERO_TIME_INCLUDED_14457
CODE_replication_original_audit,all,rs_diff_III,III,rs_diff,14457,546,1.0151852630086913,0.9387720342028497,1.097818299524817,0.705820361052081,0.8144899811403415,age;is_male;nn_predicted_age;1dAVb;RBBB;LBBB;SB;ST;AF,0.0020833333333333333,False,AUDIT_ZERO_TIME_INCLUDED_14457
CODE_replication_original_audit,all,rs_diff_2_III,III,rs_diff_2,14457,546,0.9832343107995551,0.9087779344495269,1.0637909144647801,0.6738814642087567,0.8142852897335071,age;is_male;nn_predicted_age;1dAVb;RBBB;LBBB;SB;ST;AF,0.0020833333333333333,False,AUDIT_ZERO_TIME_INCLUDED_14457
CODE_replication_original_audit,all,rs_diff_aVR,aVR,rs_diff,14457,546,0.9815705952528753,0.909840932671993,1.0589552512608582,0.6309128868830862,0.8143868006432586,age;is_male;nn_predicted_age;1dAVb;RBBB;LBBB;SB;ST;AF,0.0020833333333333333,False,AUDIT_ZERO_TIME_INCLUDED_14457
CODE_replication_original_audit,all,rs_diff_2_aVR,aVR,rs_diff_2,14457,546,1.0288656205988105,0.9567896048586859,1.1063712020643466,0.4425228861580647,0.814696008217041,age;is_male;nn_predicted_age;1dAVb;RBBB;LBBB;SB;ST;AF,0.0020833333333333333,False,AUDIT_ZERO_TIME_INCLUDED_14457
CODE_replication_original_audit,all,rs_diff_aVL,aVL,rs_diff,14457,546,0.937744880694025,0.8624251399294977,1.0196426571467274,0.13242152387628062,0.8143891380655226,age;is_male;nn_predicted_age;1dAVb;RBBB;LBBB;SB;ST;AF,0.0020833333333333333,False,AUDIT_ZERO_TIME_INCLUDED_14457
CODE_replication_original_audit,all,rs_diff_2_aVL,aVL,rs_diff_2,14457,546,0.9656330010299583,0.8835957708866103,1.055286957453967,0.44010523946424496,0.8141579002201184,age;is_male;nn_predicted_age;1dAVb;RBBB;LBBB;SB;ST;AF,0.0020833333333333333,False,AUDIT_ZERO_TIME_INCLUDED_14457
CODE_replication_original_audit,all,rs_diff_aVF,aVF,rs_diff,14457,546,0.9971554938460389,0.9246380304631743,1.0753603530770397,0.9410551736701551,0.8143510714743658,age;is_male;nn_predicted_age;1dAVb;RBBB;LBBB;SB;ST;AF,0.0020833333333333333,False,AUDIT_ZERO_TIME_INCLUDED_14457
CODE_replication_original_audit,all,rs_diff_2_aVF,aVF,rs_diff_2,14457,546,0.9832865634320935,0.9082654745586861,1.0645042588411466,0.677233055858292,0.8143717743572757,age;is_male;nn_predicted_age;1dAVb;RBBB;LBBB;SB;ST;AF,0.0020833333333333333,False,AUDIT_ZERO_TIME_INCLUDED_14457
CODE_replication_original_audit,all,rs_diff_V1,V1,rs_diff,14457,546,0.8762489316955059,0.808874670190349,0.9492350528380737,0.0012110603247191844,0.8161044720898425,age;is_male;nn_predicted_age;1dAVb;RBBB;LBBB;SB;ST;AF,0.0020833333333333333,True,AUDIT_ZERO_TIME_INCLUDED_14457
CODE_replication_original_audit,all,rs_diff_2_V1,V1,rs_diff_2,14457,546,0.9322068247978481,0.8525091076939036,1.0193551674191694,0.12367073028828364,0.8147260607890069,age;is_male;nn_predicted_age;1dAVb;RBBB;LBBB;SB;ST;AF,0.0020833333333333333,False,AUDIT_ZERO_TIME_INCLUDED_14457
CODE_replication_original_audit,all,rs_diff_V2,V2,rs_diff,14457,546,0.8843668361059513,0.8201835548247389,0.9535727657587268,0.0013903873979989258,0.8159772495351869,age;is_male;nn_predicted_age;1dAVb;RBBB;LBBB;SB;ST;AF,0.0020833333333333333,True,AUDIT_ZERO_TIME_INCLUDED_14457
CODE_replication_original_audit,all,rs_diff_2_V2,V2,rs_diff_2,14457,546,0.946648865123044,0.8707123902904756,1.0292079035877593,0.19874299373751508,0.8146060174598765,age;is_male;nn_predicted_age;1dAVb;RBBB;LBBB;SB;ST;AF,0.0020833333333333333,False,AUDIT_ZERO_TIME_INCLUDED_14457
CODE_replication_original_audit,all,rs_diff_V3,V3,rs_diff,14457,546,0.914242843487515,0.8481633933787391,0.9854704687719298,0.019163730629084615,0.8154720324086936,age;is_male;nn_predicted_age;1dAVb;RBBB;LBBB;SB;ST;AF,0.0020833333333333333,False,AUDIT_ZERO_TIME_INCLUDED_14457
CODE_replication_original_audit,all,rs_diff_2_V3,V3,rs_diff_2,14457,546,0.9852167498970553,0.909651896616996,1.0670587813729417,0.7145122469078806,0.8144031625991067,age;is_male;nn_predicted_age;1dAVb;RBBB;LBBB;SB;ST;AF,0.0020833333333333333,False,AUDIT_ZERO_TIME_INCLUDED_14457
CODE_replication_original_audit,all,rs_diff_V4,V4,rs_diff,14457,546,0.9860974033710228,0.914665269977967,1.063108134584029,0.7151820432299156,0.8144631007843054,age;is_male;nn_predicted_age;1dAVb;RBBB;LBBB;SB;ST;AF,0.0020833333333333333,False,AUDIT_ZERO_TIME_INCLUDED_14457
CODE_replication_original_audit,all,rs_diff_2_V4,V4,rs_diff_2,14457,546,1.0188573943671957,0.9412082877113352,1.1029125047133916,0.6441563792878703,0.8144328812536064,age;is_male;nn_predicted_age;1dAVb;RBBB;LBBB;SB;ST;AF,0.0020833333333333333,False,AUDIT_ZERO_TIME_INCLUDED_14457
CODE_replication_original_audit,all,rs_diff_V5,V5,rs_diff,14457,546,0.9940640941692899,0.9222429303269005,1.0714784476215435,0.8763492139039772,0.8143584176586242,age;is_male;nn_predicted_age;1dAVb;RBBB;LBBB;SB;ST;AF,0.0020833333333333333,False,AUDIT_ZERO_TIME_INCLUDED_14457
CODE_replication_original_audit,all,rs_diff_2_V5,V5,rs_diff_2,14457,546,1.0246934996698442,0.9493075560948028,1.106065954625958,0.5315376597042079,0.814502169127861,age;is_male;nn_predicted_age;1dAVb;RBBB;LBBB;SB;ST;AF,0.0020833333333333333,False,AUDIT_ZERO_TIME_INCLUDED_14457
CODE_replication_original_audit,all,rs_diff_V6,V6,rs_diff,14457,546,0.9377391134562018,0.8701566375495973,1.0105705190986396,0.092097469056642,0.814868977464578,age;is_male;nn_predicted_age;1dAVb;RBBB;LBBB;SB;ST;AF,0.0020833333333333333,False,AUDIT_ZERO_TIME_INCLUDED_14457
CODE_replication_original_audit,all,rs_diff_2_V6,V6,rs_diff_2,14457,546,0.9779583934471326,0.8992600301121405,1.063544010951349,0.6025765508412195,0.8144118444532302,age;is_male;nn_predicted_age;1dAVb;RBBB;LBBB;SB;ST;AF,0.0020833333333333333,False,AUDIT_ZERO_TIME_INCLUDED_14457
SaMi_Trop_supportive,all,rs_diff_I,I,rs_diff,1621,103,0.8895983902634287,0.7263657578941995,1.0895134955887533,0.25802513019814033,0.7132010123884375,age;is_male;nn_predicted_age,0.0020833333333333333,False,SUPPORTIVE_OUTCOMES_PREVIOUSLY_INSPECTED
SaMi_Trop_supportive,all,rs_diff_2_I,I,rs_diff_2,1621,103,0.9858768814280731,0.7961251429015099,1.2208548291692187,0.8962430774643773,0.7122241463522934,age;is_male;nn_predicted_age,0.0020833333333333333,False,SUPPORTIVE_OUTCOMES_PREVIOUSLY_INSPECTED
SaMi_Trop_supportive,all,rs_diff_II,II,rs_diff,1621,103,0.6096405268297952,0.49893807538450297,0.7449052102646044,1.2956920576991099e-06,0.7582319993402983,age;is_male;nn_predicted_age,0.0020833333333333333,True,SUPPORTIVE_OUTCOMES_PREVIOUSLY_INSPECTED
SaMi_Trop_supportive,all,rs_diff_2_II,II,rs_diff_2,1621,103,0.7111676330873391,0.5461342576507373,0.9260715570684643,0.011403985423641759,0.7265282561672598,age;is_male;nn_predicted_age,0.0020833333333333333,False,SUPPORTIVE_OUTCOMES_PREVIOUSLY_INSPECTED
SaMi_Trop_supportive,all,rs_diff_III,III,rs_diff,1621,103,0.6883586459269146,0.551721271941102,0.8588351573888908,0.0009398295117381299,0.7353327370644541,age;is_male;nn_predicted_age,0.0020833333333333333,True,SUPPORTIVE_OUTCOMES_PREVIOUSLY_INSPECTED
SaMi_Trop_supportive,all,rs_diff_2_III,III,rs_diff_2,1621,103,0.8153777644028237,0.639766713444389,1.0391927005754376,0.09908472910929218,0.7203054926513033,age;is_male;nn_predicted_age,0.0020833333333333333,False,SUPPORTIVE_OUTCOMES_PREVIOUSLY_INSPECTED
SaMi_Trop_supportive,all,rs_diff_aVR,aVR,rs_diff,1621,103,0.7039282826889008,0.5755970606303518,0.8608713648167233,0.0006289257233266901,0.7333726617062171,age;is_male;nn_predicted_age,0.0020833333333333333,True,SUPPORTIVE_OUTCOMES_PREVIOUSLY_INSPECTED
SaMi_Trop_supportive,all,rs_diff_2_aVR,aVR,rs_diff_2,1621,103,0.8910028290798521,0.701253002999877,1.132096458813224,0.3448990532146823,0.7135498931156318,age;is_male;nn_predicted_age,0.0020833333333333333,False,SUPPORTIVE_OUTCOMES_PREVIOUSLY_INSPECTED
SaMi_Trop_supportive,all,rs_diff_aVL,aVL,rs_diff,1621,103,0.7393245824615514,0.5926425731605403,0.9223111247593063,0.007434664023961707,0.7254816139856769,age;is_male;nn_predicted_age,0.0020833333333333333,False,SUPPORTIVE_OUTCOMES_PREVIOUSLY_INSPECTED
SaMi_Trop_supportive,all,rs_diff_2_aVL,aVL,rs_diff_2,1621,103,0.8940048958390275,0.7092266872218949,1.1269242517013347,0.3428962531898876,0.7133278781074172,age;is_male;nn_predicted_age,0.0020833333333333333,False,SUPPORTIVE_OUTCOMES_PREVIOUSLY_INSPECTED
SaMi_Trop_supportive,all,rs_diff_aVF,aVF,rs_diff,1621,103,0.6084720632332296,0.49270568982188384,0.7514389611963822,3.951309614029368e-06,0.7506898323469524,age;is_male;nn_predicted_age,0.0020833333333333333,True,SUPPORTIVE_OUTCOMES_PREVIOUSLY_INSPECTED
SaMi_Trop_supportive,all,rs_diff_2_aVF,aVF,rs_diff_2,1621,103,0.7151676573028085,0.5532666004433817,0.9244454258437166,0.010471701171164279,0.7248536286767271,age;is_male;nn_predicted_age,0.0020833333333333333,False,SUPPORTIVE_OUTCOMES_PREVIOUSLY_INSPECTED
SaMi_Trop_supportive,all,rs_diff_V1,V1,rs_diff,1621,103,0.6337664223724998,0.5053947122926419,0.7947449159188319,7.83761057253482e-05,0.7420566201703807,age;is_male;nn_predicted_age,0.0020833333333333333,True,SUPPORTIVE_OUTCOMES_PREVIOUSLY_INSPECTED
SaMi_Trop_supportive,all,rs_diff_2_V1,V1,rs_diff_2,1621,103,0.6506336503220569,0.474478644503734,0.8921879874576171,0.007627455804894881,0.7282472866594353,age;is_male;nn_predicted_age,0.0020833333333333333,False,SUPPORTIVE_OUTCOMES_PREVIOUSLY_INSPECTED
SaMi_Trop_supportive,all,rs_diff_V2,V2,rs_diff,1621,103,0.6531686512045249,0.5306700511269303,0.8039445339158464,5.837187046939369e-05,0.7423928143256769,age;is_male;nn_predicted_age,0.0020833333333333333,True,SUPPORTIVE_OUTCOMES_PREVIOUSLY_INSPECTED
