n_features,pearson_r,pearson_p,spearman_rho,spearman_p,cosine_similarity,sign_concordance,replication_patients,replication_deaths
24,0.7345768150081944,4.363814663830814e-05,0.5217391304347825,0.008926065916873605,0.8433438255296254,0.7916666666666666,14457,546
