lead,time_ms,score_group,median_normalized_amplitude,q25_normalized_amplitude,q75_normalized_amplitude,n_waveforms
V1,30.0,Lower quintile,0.7330082773468121,0.5813550867309945,0.8398338782267338,323
V1,32.5,Lower quintile,0.7641674638235255,0.6332445720439548,0.8550666934239608,323
V1,35.0,Lower quintile,0.7773026846525669,0.6698508216456471,0.8649096496561753,323
V1,37.5,Lower quintile,0.7876094823643948,0.7009618598928893,0.8730556557414595,323
V1,40.0,Lower quintile,0.8016618114285586,0.723074933278665,0.8727237655420259,323
V1,42.5,Lower quintile,0.8098138882786774,0.7198788044718127,0.8782581160278193,323
V1,45.0,Lower quintile,0.8134569940898227,0.7251385714775408,0.8818006012254083,323
V1,47.5,Lower quintile,0.8198600675146331,0.7195896562863763,0.8861700115160901,323
V1,50.0,Lower quintile,0.8269306620703065,0.726191678608204,0.8911037121917932,323
V1,52.5,Lower quintile,0.8297183988784615,0.723836995992104,0.8866893309188504,323
V1,55.0,Lower quintile,0.8233205648560125,0.7199387966521554,0.8867671031282569,323
V1,57.5,Lower quintile,0.8260910992364823,0.7181577523588818,0.889926777645486,323
V1,60.0,Lower quintile,0.8180771661256023,0.7137470650487178,0.8867435495669012,323
V1,62.5,Lower quintile,0.8185666608220418,0.717744200619121,0.8864454267685691,323
V1,65.0,Lower quintile,0.8191739272099227,0.7089367435494458,0.8892921014684901,323
V1,67.5,Lower quintile,0.8217416975172512,0.7064052240351835,0.8892557970509675,323
V1,70.0,Lower quintile,0.8200823950054607,0.7046456245607469,0.8896422722209616,323
V1,72.5,Lower quintile,0.8210524601108535,0.6979019768020343,0.8915734156998183,323
V1,75.0,Lower quintile,0.8222749089138084,0.6951254825236719,0.8942326370291482,323
V1,77.5,Lower quintile,0.8194950989926896,0.692703449377073,0.8928018810804801,323
V1,80.0,Lower quintile,0.8158116880495603,0.6928519994031469,0.8931302257368421,323
V1,82.5,Lower quintile,0.816927088522362,0.6871382887893609,0.8954005549034902,323
V1,85.0,Lower quintile,0.8190009200986412,0.6944543101432946,0.8939534267799429,323
V1,87.5,Lower quintile,0.8221221687162705,0.6997737844584253,0.8935016325408738,323
V1,90.0,Lower quintile,0.8220828804217318,0.7034909326030607,0.8966137703807748,323
V1,92.5,Lower quintile,0.821521800251459,0.6995243789846122,0.897873755495934,323
V1,95.0,Lower quintile,0.8219915297595858,0.7053791734172166,0.8963261587589275,323
V1,97.5,Lower quintile,0.8225221259584329,0.6927133319064211,0.8964940417794177,323
V1,100.0,Lower quintile,0.8232688728240466,0.6869649516836244,0.8977829298563698,323
V1,102.5,Lower quintile,0.8217445592036213,0.6836284074939182,0.8974699052047963,323
V1,105.0,Lower quintile,0.8239774411212245,0.6901041123380642,0.8964936399001415,323
V1,107.5,Lower quintile,0.8249797190001623,0.6931607629776595,0.8975617995245425,323
V1,110.0,Lower quintile,0.828282400425196,0.6986756969991956,0.8967158119607228,323
V1,112.5,Lower quintile,0.8207118274976807,0.6881734810231181,0.8937541675417888,323
V1,115.0,Lower quintile,0.8232113138917495,0.6853162555743224,0.8928519804822264,323
V1,117.5,Lower quintile,0.8200308290326686,0.6881543987731282,0.890315109916172,323
V1,120.0,Lower quintile,0.8178669684828116,0.688351812500436,0.8912794555151672,323
V1,122.5,Lower quintile,0.8184478820534625,0.6804177974571102,0.8907047084330809,323
V1,125.0,Lower quintile,0.8219797021244799,0.6812045104477626,0.8919547252345961,323
V1,127.5,Lower quintile,0.815553726536456,0.6781232167190883,0.8890300562232617,323
V1,130.0,Lower quintile,0.8129786301102112,0.6806405094291975,0.8888045794693056,323
V1,132.5,Lower quintile,0.8160352369409302,0.6731745039199214,0.891062234513305,323
V1,135.0,Lower quintile,0.8153187064473705,0.6714312726290546,0.8919167193135555,323
V1,137.5,Lower quintile,0.8133595785280535,0.6759229469770315,0.8868842479531507,323
V1,140.0,Lower quintile,0.8198303018368941,0.6771659746830883,0.8921003756786183,323
V1,142.5,Lower quintile,0.8206951079709801,0.6759259391897484,0.8913502257389508,323
V1,145.0,Lower quintile,0.8189759868666537,0.6791530316070842,0.8863961311688171,323
V1,147.5,Lower quintile,0.8194865981330243,0.6659516584126038,0.8854905421547077,323
V1,150.0,Lower quintile,0.8228062256348327,0.6682352012933443,0.885424130615931,323
V1,152.5,Lower quintile,0.8200784580964607,0.6693690617447072,0.8852040786270146,323
V1,155.0,Lower quintile,0.8150069712739905,0.678661493824712,0.8836884165909937,323
V1,157.5,Lower quintile,0.8208510201843677,0.6816291938723424,0.8885704505255781,323
V1,160.0,Lower quintile,0.8160659980225073,0.6741778955343833,0.8847282442539366,323
V1,162.5,Lower quintile,0.8150310202715128,0.6610968335399664,0.8853054305343124,323
V1,165.0,Lower quintile,0.8168535610830926,0.6747525413802125,0.8893240647945679,323
V1,167.5,Lower quintile,0.8160059783173027,0.6723900428488292,0.8919144882106385,323
V1,170.0,Lower quintile,0.8134930992441388,0.6718871062750233,0.8885566601556912,323
V1,172.5,Lower quintile,0.8099983748187982,0.6780045989064163,0.890526383571088,323
V1,175.0,Lower quintile,0.8121692726324045,0.6804838406823455,0.891541562135192,323
V1,177.5,Lower quintile,0.8093936536559061,0.6818234365232358,0.8876837958432511,323
V1,180.0,Lower quintile,0.8108265510370593,0.6823737603774329,0.8849449136912879,323
V1,182.5,Lower quintile,0.8107125952448194,0.6788281046961699,0.8861424150068952,323
V1,185.0,Lower quintile,0.8110789829880037,0.6734018178330934,0.8900790623729604,323
V1,187.5,Lower quintile,0.8077173749778181,0.6734629862131252,0.8891993702428886,323
V1,190.0,Lower quintile,0.8106974911585885,0.6699305848335781,0.8913656148904877,323
V1,192.5,Lower quintile,0.8186433584076916,0.6690479338510993,0.8892128772901758,323
V1,195.0,Lower quintile,0.814585665444632,0.6567293790965463,0.8885647669541731,323
V1,197.5,Lower quintile,0.8141139438249917,0.6685045845900339,0.8861457767369505,323
V1,200.0,Lower quintile,0.8146935484208684,0.6676620337273185,0.8914858252551001,323
V1,202.5,Lower quintile,0.8095350913467576,0.6612603893486827,0.883254328049704,323
V1,205.0,Lower quintile,0.8087387601100173,0.6612359633282641,0.8815428263274212,323
V1,207.5,Lower quintile,0.8083948133449131,0.653336540789575,0.883145195424297,323
V1,210.0,Lower quintile,0.8009170907730396,0.6538745081323764,0.8799871845643072,323
V1,212.5,Lower quintile,0.7989187803306973,0.6576135246648012,0.8808239918912524,323
V1,215.0,Lower quintile,0.7981661092889927,0.6528821344370517,0.8786956350035244,323
V1,217.5,Lower quintile,0.795653008322768,0.6476092655361319,0.8812617200911321,323
V1,220.0,Lower quintile,0.7967957091504708,0.649485533734132,0.8779410658009951,323
V1,222.5,Lower quintile,0.7948844378515095,0.644260584714506,0.8796145557561781,323
V1,225.0,Lower quintile,0.790325114591201,0.6468003158834985,0.8847303995837872,323
V1,227.5,Lower quintile,0.7839469638792101,0.6477443435180532,0.87779986763817,323
V1,230.0,Lower quintile,0.781912558624451,0.6513971730247469,0.8760693300182414,323
V1,232.5,Lower quintile,0.7796166229333895,0.628801031253014,0.8752639896211947,323
V1,235.0,Lower quintile,0.7724635461067544,0.6292913334214423,0.8753997009997826,323
V1,237.5,Lower quintile,0.7691633293043618,0.6219650658614266,0.8783987402716252,323
V1,240.0,Lower quintile,0.7708604796702553,0.6218629823314528,0.8741147553719567,323
V1,242.5,Lower quintile,0.7659323059614629,0.6231259018681954,0.8763099416373509,323
V1,245.0,Lower quintile,0.7608477914221147,0.6024302208561916,0.8772162386580875,323
V1,247.5,Lower quintile,0.759164086820057,0.5912960197581819,0.8746012271473522,323
V1,250.0,Lower quintile,0.7558563966559241,0.5830565797713527,0.8698407651988995,323
V1,252.5,Lower quintile,0.7499098277540329,0.5797740293550957,0.8648438694378972,323
V1,255.0,Lower quintile,0.7564856676835808,0.5801606899398861,0.867000078038175,323
V1,257.5,Lower quintile,0.7528009617321478,0.5759072246870307,0.8733210602897995,323
V1,260.0,Lower quintile,0.7494199025236815,0.5906660845927152,0.8743188997745173,323
V1,262.5,Lower quintile,0.7516034904096347,0.5889062194501362,0.8646443444147867,323
V1,265.0,Lower quintile,0.755900323546881,0.5964002463244956,0.8614163782206541,323
V1,267.5,Lower quintile,0.750078449491458,0.5997126092587879,0.8636654696143022,323
V1,270.0,Lower quintile,0.7497574997266937,0.593608238180594,0.855922312605223,323
V1,272.5,Lower quintile,0.7459562600346423,0.5847955296439338,0.8561632208883772,323
V1,275.0,Lower quintile,0.7491775430870506,0.5906392584631927,0.8595019921815636,323
V1,277.5,Lower quintile,0.7472077428460256,0.5744373481472496,0.8563404638897977,323
V1,280.0,Lower quintile,0.7489848254187411,0.5789771933047569,0.8545681404968346,323
V1,282.5,Lower quintile,0.7490655068187134,0.5808399562302031,0.8529580593585095,323
V1,285.0,Lower quintile,0.7544805057430339,0.573068399322622,0.8541382158339585,323
V1,287.5,Lower quintile,0.7554587391768511,0.5737533591091672,0.851272207650735,323
V1,290.0,Lower quintile,0.7577477153615,0.5889076301675894,0.849681159815633,323
V1,292.5,Lower quintile,0.7580688960724025,0.583060857917062,0.8506659284527518,323
V1,295.0,Lower quintile,0.7568211822868236,0.5822003173382988,0.8464076725822973,323
V1,297.5,Lower quintile,0.7642709252168745,0.5833673736499834,0.8468892571403575,323
V1,300.0,Lower quintile,0.7663738195441996,0.5788868648076066,0.8495592334782023,323
V1,302.5,Lower quintile,0.7610619081286962,0.5736479527995229,0.8503446399334146,323
V1,305.0,Lower quintile,0.7591815287318249,0.5676779304415542,0.8513898380156715,323
V1,307.5,Lower quintile,0.7638546591032305,0.5636996100921008,0.8505457152306128,323
V1,310.0,Lower quintile,0.7600391177608434,0.5647433805882475,0.8494151382909968,323
V1,312.5,Lower quintile,0.7659387835245483,0.5710046481292135,0.846251268904652,323
V1,315.0,Lower quintile,0.769008908892557,0.5733172279885037,0.8479525991175199,323
V1,317.5,Lower quintile,0.7685856598046259,0.5717645557319462,0.8487710743770871,323
V1,320.0,Lower quintile,0.7661748257911843,0.582916296610465,0.8460933105779831,323
V1,322.5,Lower quintile,0.769309774487038,0.5902050202516169,0.8504574411336066,323
V1,325.0,Lower quintile,0.7736697932663641,0.5876220659139515,0.8515736635017955,323
V1,327.5,Lower quintile,0.7780216211512979,0.5923360400324371,0.8494654986813633,323
V1,330.0,Lower quintile,0.7805435126335803,0.5974394720036491,0.8477501613405762,323
V1,332.5,Lower quintile,0.777261426285042,0.5933666483280868,0.8505305544589206,323
V1,335.0,Lower quintile,0.7755330128237691,0.5941083580066111,0.8514660914253862,323
V1,337.5,Lower quintile,0.7777609768319356,0.6001574951538167,0.8543372059719245,323
V1,340.0,Lower quintile,0.7781150047983673,0.597383684147361,0.8570803160156919,323
V1,342.5,Lower quintile,0.775137232771287,0.5982796706099145,0.8567716201469702,323
V1,345.0,Lower quintile,0.7748069573471744,0.5981308037325548,0.8572262052353862,323
V1,347.5,Lower quintile,0.7789782985669588,0.6046948355499511,0.8550686695502142,323
V1,350.0,Lower quintile,0.7798790010598629,0.6028412925226729,0.855486526957222,323
V1,352.5,Lower quintile,0.779081112866797,0.6066789331117581,0.8535313558009199,323
V1,355.0,Lower quintile,0.777869899618281,0.6080538861562689,0.8567876263602889,323
V1,357.5,Lower quintile,0.7840357324159786,0.6110012996458045,0.8580197284914632,323
V1,360.0,Lower quintile,0.7781443370760542,0.6206497109422717,0.8548003907010382,323
V1,362.5,Lower quintile,0.7768443820235089,0.6147752028900177,0.8538202657990055,323
V1,365.0,Lower quintile,0.779081112866797,0.6183458428960333,0.8566851702954497,323
V1,367.5,Lower quintile,0.7764121994871958,0.6229286838377612,0.8573458937277633,323
V1,370.0,Lower quintile,0.7781341156795439,0.6141816205282248,0.8603915066606624,323
V1,372.5,Lower quintile,0.7772613905414262,0.6285842676512237,0.8602040305849212,323
V1,375.0,Lower quintile,0.7792962312492676,0.6295249538658987,0.8591077793110167,323
V1,377.5,Lower quintile,0.7782103354594156,0.6284082841645257,0.8587131271962027,323
V1,380.0,Lower quintile,0.7784488665766794,0.638616935340086,0.8601439078444888,323
V1,382.5,Lower quintile,0.7826778442322434,0.6395971256061578,0.8573812590878053,323
V1,385.0,Lower quintile,0.7802647791821107,0.6410387002964624,0.8562616905343461,323
V1,387.5,Lower quintile,0.7810125478390644,0.6383457975907924,0.854847488164952,323
V1,390.0,Lower quintile,0.7834088155559283,0.6408193358926669,0.8606414731554125,323
V1,392.5,Lower quintile,0.7796368076807798,0.6412915118676314,0.8572548401011079,323
V1,395.0,Lower quintile,0.7764466803875211,0.6407728182949949,0.8558740419618476,323
V1,397.5,Lower quintile,0.7799932912209109,0.6388514260838585,0.8604260861413302,323
V1,400.0,Lower quintile,0.7861025544767702,0.6401777287969032,0.8615895532569121,323
V1,402.5,Lower quintile,0.7822369353576182,0.6383078403541841,0.8603384033562186,323
V1,405.0,Lower quintile,0.7832710107195195,0.6348031208538922,0.8593498039924525,323
V1,407.5,Lower quintile,0.7882699654913843,0.6338570913565029,0.8590156577045309,323
V1,410.0,Lower quintile,0.7855673074662688,0.6314961308341047,0.8571780932583868,323
V1,412.5,Lower quintile,0.7858879472031237,0.6206033292079023,0.8550474569511706,323
V1,415.0,Lower quintile,0.7860345088152707,0.6160819354574973,0.8555842306889117,323
V1,417.5,Lower quintile,0.7846878525929287,0.6251286872746378,0.8579416810865994,323
V1,420.0,Lower quintile,0.7819751347415673,0.6155268203020703,0.8558544226058626,323
V1,422.5,Lower quintile,0.782410779945302,0.6133968248351036,0.8585181366555126,323
V1,425.0,Lower quintile,0.7860355886163173,0.6194006946505382,0.8631370790016033,323
V1,427.5,Lower quintile,0.7826222482900599,0.6177732799840308,0.8549841198966215,323
V1,430.0,Lower quintile,0.778932421630899,0.6140204671301469,0.8544011790618805,323
V1,432.5,Lower quintile,0.7833165290404004,0.615815903484328,0.8564176844336682,323
V1,435.0,Lower quintile,0.7808057363265359,0.6298738268327674,0.85231716369634,323
V1,437.5,Lower quintile,0.7789942936219396,0.6213076097490692,0.8543154421189734,323
V1,440.0,Lower quintile,0.7737533176317936,0.6273906191938468,0.8598508861896907,323
V1,442.5,Lower quintile,0.7821229568071263,0.6359385358716578,0.8550319959126469,323
V1,445.0,Lower quintile,0.7805724573309017,0.6292102188583583,0.8560851132847717,323
V1,447.5,Lower quintile,0.780991520493205,0.6326211933335046,0.8562838847038488,323
V1,450.0,Lower quintile,0.7791006286301162,0.6282452745139171,0.8598242071526185,323
V1,452.5,Lower quintile,0.7772084809808103,0.636965058613938,0.8541359489208398,323
V1,455.0,Lower quintile,0.7786624339891147,0.6338525860136006,0.857002019844642,323
V1,457.5,Lower quintile,0.7826222482900599,0.6343708509450586,0.859158068918454,323
V1,460.0,Lower quintile,0.7831792560577099,0.6338608125500607,0.8584467077320095,323
V1,462.5,Lower quintile,0.7847951228818418,0.6296887373961397,0.8568369391862305,323
V1,465.0,Lower quintile,0.7846313397939626,0.6447464208895745,0.8559278673830266,323
V1,467.5,Lower quintile,0.782472698076741,0.6453620530907177,0.8553016252860604,323
V1,470.0,Lower quintile,0.7820826429828984,0.6356028785434644,0.8530882019883865,323
V1,472.5,Lower quintile,0.7819148929482775,0.6340325902411651,0.8569174766786046,323
V1,475.0,Lower quintile,0.7804084046834202,0.6404780412167707,0.8583587600178277,323
V1,477.5,Lower quintile,0.7812169650718045,0.6398480886202473,0.857569817783473,323
V1,480.0,Lower quintile,0.7827569834163596,0.6321375445431796,0.857835833074389,323
V1,482.5,Lower quintile,0.7822418399670061,0.637225096354842,0.856366751718934,323
V1,485.0,Lower quintile,0.7837505607403628,0.638741898765881,0.8567523536853201,323
V1,487.5,Lower quintile,0.7837505607403628,0.6311652817305833,0.8563502936935575,323
V1,490.0,Lower quintile,0.7838013114988809,0.6339603992610797,0.8591592655450382,323
V1,492.5,Lower quintile,0.7819379022917472,0.6331284898684968,0.8562788679346327,323
V1,495.0,Lower quintile,0.7825287441505577,0.6292025754384949,0.8562169893868361,323
V1,497.5,Lower quintile,0.7762838967947444,0.6369404398906757,0.8584630156952633,323
V2,-500.0,Lower quintile,0.6111132722277888,0.4278920188216677,0.7484065646217437,323
V2,-497.5,Lower quintile,0.6042872289474873,0.4256146739587546,0.7465317355803609,323
V2,-495.0,Lower quintile,0.6088344324609457,0.4220814031491923,0.745253495417103,323
V2,-492.5,Lower quintile,0.6043028709762651,0.4225234208332415,0.7452104564759396,323
V2,-490.0,Lower quintile,0.6064281952344819,0.4280314736840661,0.7479809074135882,323
V2,-487.5,Lower quintile,0.6057212058306236,0.42051909128687825,0.7431930726916214,323
V2,-485.0,Lower quintile,0.6084741694105125,0.42296493526351103,0.7461390786963374,323
V2,-482.5,Lower quintile,0.6062837706796423,0.423785933414378,0.7431947183249616,323
V2,-480.0,Lower quintile,0.605711818451859,0.4228446857364849,0.7420758150581925,323
