lead,time_ms,score_group,median_normalized_amplitude,q25_normalized_amplitude,q75_normalized_amplitude,n_waveforms
I,-402.5,Lower quintile,0.14359153765912663,0.079322630815613,0.2748704328039947,323
I,-400.0,Lower quintile,0.14323352589864832,0.0803656938591385,0.28095737547277155,323
I,-397.5,Lower quintile,0.14145059166012253,0.07996659669785963,0.27611506994447277,323
I,-395.0,Lower quintile,0.1404900898637455,0.07756685033106434,0.27106902270507555,323
I,-392.5,Lower quintile,0.14055605777326996,0.0782053472236452,0.26902715889922757,323
I,-390.0,Lower quintile,0.1404530371928455,0.0777116584257356,0.27238686158570724,323
I,-387.5,Lower quintile,0.1432069868865887,0.07533116480281599,0.2608573542443635,323
I,-385.0,Lower quintile,0.14076022761637058,0.07383379808699739,0.2557972674190718,323
I,-382.5,Lower quintile,0.13629331901220118,0.07551365819991104,0.2544007302894614,323
I,-380.0,Lower quintile,0.13716068034372442,0.075147413532473,0.2581068987371185,323
I,-377.5,Lower quintile,0.13916435788392126,0.07621563758918955,0.2590165863247454,323
I,-375.0,Lower quintile,0.1355701735651332,0.07391560978553614,0.26831910537451475,323
I,-372.5,Lower quintile,0.13895500365930757,0.0752192779164473,0.2706622411233265,323
I,-370.0,Lower quintile,0.13813204700984905,0.07503676282412994,0.26697210576760816,323
I,-367.5,Lower quintile,0.13745575423330042,0.0748356268540661,0.26996821336659904,323
I,-365.0,Lower quintile,0.13816635114939005,0.07630229621329979,0.27365338635290914,323
I,-362.5,Lower quintile,0.1363366336687151,0.0759541818767297,0.26854965147014864,323
I,-360.0,Lower quintile,0.13670785078298808,0.07498534566278661,0.25803914827847063,323
I,-357.5,Lower quintile,0.14028171673935708,0.07764812890876419,0.2541187423805216,323
I,-355.0,Lower quintile,0.13803184461190918,0.07820668323616967,0.2515834096829091,323
I,-352.5,Lower quintile,0.13701641947869922,0.0759333159263203,0.25355707012174306,323
I,-350.0,Lower quintile,0.1379415479426024,0.0758103496365174,0.25759327144763794,323
I,-347.5,Lower quintile,0.13816039746978376,0.07738523589447419,0.26017197158199346,323
I,-345.0,Lower quintile,0.14168522006623363,0.07547743649519781,0.2551312118513799,323
I,-342.5,Lower quintile,0.14082891765839728,0.07617249391545784,0.2558780583025226,323
I,-340.0,Lower quintile,0.1386841875709543,0.0781482617747729,0.2521401646786704,323
I,-337.5,Lower quintile,0.14011680400894977,0.07523880544609711,0.24578649929519417,323
I,-335.0,Lower quintile,0.1379918290725863,0.07643567259294065,0.24826348032073647,323
I,-332.5,Lower quintile,0.13940153796211793,0.07857728305173267,0.2419265144222688,323
I,-330.0,Lower quintile,0.13753899267411368,0.07849551776113126,0.2378730660791628,323
I,-327.5,Lower quintile,0.13521138850660852,0.07828800839525676,0.23985919977992942,323
I,-325.0,Lower quintile,0.13972816404757873,0.07890368770050007,0.2452497355113854,323
I,-322.5,Lower quintile,0.1419451546979662,0.07836535412652752,0.2561535348610318,323
I,-320.0,Lower quintile,0.14006875342582345,0.07847974694972329,0.25701808450246805,323
I,-317.5,Lower quintile,0.1375135380171964,0.08100032617738037,0.25677966103869165,323
I,-315.0,Lower quintile,0.13474744341861686,0.08152711010061972,0.25636811320255737,323
I,-312.5,Lower quintile,0.13787935490376851,0.08194994824650786,0.2539851060967431,323
I,-310.0,Lower quintile,0.13969886860479278,0.083692339744313,0.24973814465811836,323
I,-307.5,Lower quintile,0.13972816404757873,0.08235418697470853,0.2555716048345632,323
I,-305.0,Lower quintile,0.13650202547627055,0.08376399882394979,0.25304878895454797,323
I,-302.5,Lower quintile,0.13754831930437753,0.08279320760497508,0.2522243347496803,323
I,-300.0,Lower quintile,0.13720747250550935,0.08308678897628011,0.25425074652406576,323
I,-297.5,Lower quintile,0.1373386338535821,0.08102150649658825,0.2473122518845482,323
I,-295.0,Lower quintile,0.1393099345575549,0.07962788814700487,0.2483497543236706,323
I,-292.5,Lower quintile,0.13942147544840608,0.07999093864417317,0.24849128026766867,323
I,-290.0,Lower quintile,0.1404530371928455,0.07957016055639063,0.25468875418965364,323
I,-287.5,Lower quintile,0.13948241434321393,0.07958391770415857,0.25340979286518617,323
I,-285.0,Lower quintile,0.13800847815096834,0.08090546969515738,0.2525131008454281,323
I,-282.5,Lower quintile,0.1404530371928455,0.08001589662367503,0.25314951587774276,323
I,-280.0,Lower quintile,0.1392837722272975,0.07847119649342055,0.2492982917459448,323
I,-277.5,Lower quintile,0.13795113967598704,0.08171902136315926,0.24861836465808224,323
I,-275.0,Lower quintile,0.13827186815801468,0.08346446692641632,0.25145871047063395,323
I,-272.5,Lower quintile,0.14117104578936815,0.08268862561312848,0.2493387857073432,323
I,-270.0,Lower quintile,0.13957918579272738,0.08330424009221754,0.25538646467688164,323
I,-267.5,Lower quintile,0.14020123844421836,0.08316127845378857,0.2582777355117216,323
I,-265.0,Lower quintile,0.1401055504203328,0.08210392656421057,0.26418399379538926,323
I,-262.5,Lower quintile,0.14120136647894924,0.08351012126570698,0.2637758615159145,323
I,-260.0,Lower quintile,0.1404530371928455,0.0836627732258999,0.2669685659851362,323
I,-257.5,Lower quintile,0.14182524063362414,0.08066593615135617,0.25853527533094334,323
I,-255.0,Lower quintile,0.1406291958899882,0.07653857783386026,0.26349565906404104,323
I,-252.5,Lower quintile,0.13803184461190918,0.07674925476236161,0.26436583942368586,323
I,-250.0,Lower quintile,0.13768782459571,0.07651537553322463,0.2671500014835332,323
I,-247.5,Lower quintile,0.13814242888940784,0.07715550183472085,0.26436798453667176,323
I,-245.0,Lower quintile,0.13749033539587444,0.07724035020771011,0.2684010354572659,323
I,-242.5,Lower quintile,0.1387291911938614,0.0774283278717966,0.2679378673216605,323
I,-240.0,Lower quintile,0.14049291985304863,0.0764487037860255,0.26611460936100756,323
I,-237.5,Lower quintile,0.13613945915969344,0.07620192402903639,0.26618424676931374,323
I,-235.0,Lower quintile,0.13855076167320307,0.07721517485550075,0.2683843668591357,323
I,-232.5,Lower quintile,0.13905805461240767,0.07891386020930669,0.27010628734629943,323
I,-230.0,Lower quintile,0.14040273298747058,0.07803943804963812,0.2652758060755189,323
I,-227.5,Lower quintile,0.14037403184129368,0.08031397305247318,0.2629539657700707,323
I,-225.0,Lower quintile,0.14010159240779776,0.08226552561727021,0.2619083249236359,323
I,-222.5,Lower quintile,0.14127712374519302,0.08196429838353217,0.2635745022877526,323
I,-220.0,Lower quintile,0.14070135878781845,0.08197637241887729,0.2667325524847789,323
I,-217.5,Lower quintile,0.14295552027241812,0.08190415306643223,0.2703691624322173,323
I,-215.0,Lower quintile,0.1416349676339693,0.08288703896418267,0.27095005663479255,323
I,-212.5,Lower quintile,0.14516128179356752,0.08610397488821786,0.27206678292143577,323
I,-210.0,Lower quintile,0.14203840648779642,0.0863086681159739,0.2705644774019198,323
I,-207.5,Lower quintile,0.14530326745934014,0.08581818177417827,0.27261594000755274,323
I,-205.0,Lower quintile,0.142422193391685,0.08373857946185723,0.2780324236233478,323
I,-202.5,Lower quintile,0.1429281300253602,0.08727973197372846,0.27987343224543365,323
I,-200.0,Lower quintile,0.14917136477168644,0.09117358301859604,0.2799469039597284,323
I,-197.5,Lower quintile,0.14966024369398834,0.09414647440143478,0.2743438881026573,323
