cohort,subgroup,feature,lead,feature_family,n,deaths,hr_per_sd,ci95_lower,ci95_upper,p_value,concordance,adjustment_covariates,bonferroni_alpha_24,bonferroni_significant,source_analysis_label
CODE_replication_corrected,rhythm_abnormalities_excluded,rs_diff_V2,V2,rs_diff,13019,395,0.8796832863246468,0.8090937088308334,0.9564314686826056,0.0026668424213860194,0.8141952494912964,age;is_male;nn_predicted_age,0.0020833333333333333,False,PRIMARY_POSITIVE_FOLLOWUP_14447
CODE_replication_corrected,rhythm_abnormalities_excluded,rs_diff_2_V2,V2,rs_diff_2,13019,395,0.9219032219090223,0.8381817083011662,1.0139872323017307,0.0941289812735462,0.8128199992585697,age;is_male;nn_predicted_age,0.0020833333333333333,False,PRIMARY_POSITIVE_FOLLOWUP_14447
CODE_replication_corrected,rhythm_abnormalities_excluded,rs_diff_V3,V3,rs_diff,13019,395,0.9150594288404085,0.8414670591317908,0.9950879826165495,0.037979644755140256,0.8130905698303772,age;is_male;nn_predicted_age,0.0020833333333333333,False,PRIMARY_POSITIVE_FOLLOWUP_14447
CODE_replication_corrected,rhythm_abnormalities_excluded,rs_diff_2_V3,V3,rs_diff_2,13019,395,0.9832173125737516,0.8985776936732321,1.0758293807550234,0.7124892747492434,0.8118651503043983,age;is_male;nn_predicted_age,0.0020833333333333333,False,PRIMARY_POSITIVE_FOLLOWUP_14447
CODE_replication_corrected,rhythm_abnormalities_excluded,rs_diff_V4,V4,rs_diff,13019,395,0.9909589621109454,0.9098450891667695,1.0793042423159211,0.8348837872619437,0.8118396636377866,age;is_male;nn_predicted_age,0.0020833333333333333,False,PRIMARY_POSITIVE_FOLLOWUP_14447
CODE_replication_corrected,rhythm_abnormalities_excluded,rs_diff_2_V4,V4,rs_diff_2,13019,395,1.0123578806711493,0.9253968227500098,1.1074908118998836,0.7886804537613725,0.811786630775948,age;is_male;nn_predicted_age,0.0020833333333333333,False,PRIMARY_POSITIVE_FOLLOWUP_14447
CODE_replication_corrected,rhythm_abnormalities_excluded,rs_diff_V5,V5,rs_diff,13019,395,0.9978209126368286,0.9171312775729593,1.085609659208453,0.959560729999514,0.8117832840419484,age;is_male;nn_predicted_age,0.0020833333333333333,False,PRIMARY_POSITIVE_FOLLOWUP_14447
CODE_replication_corrected,rhythm_abnormalities_excluded,rs_diff_2_V5,V5,rs_diff_2,13019,395,1.0121220387830265,0.9254404375208938,1.1069226930849156,0.7919627233862381,0.8117899775099475,age;is_male;nn_predicted_age,0.0020833333333333333,False,PRIMARY_POSITIVE_FOLLOWUP_14447
CODE_replication_corrected,rhythm_abnormalities_excluded,rs_diff_V6,V6,rs_diff,13019,395,0.9449993097892762,0.8692677845306005,1.0273286453200792,0.18439372469030063,0.8123869833672469,age;is_male;nn_predicted_age,0.0020833333333333333,False,PRIMARY_POSITIVE_FOLLOWUP_14447
CODE_replication_corrected,rhythm_abnormalities_excluded,rs_diff_2_V6,V6,rs_diff_2,13019,395,0.9775493535031762,0.889383715194325,1.0744549537043009,0.6377541094719943,0.811872616095628,age;is_male;nn_predicted_age,0.0020833333333333333,False,PRIMARY_POSITIVE_FOLLOWUP_14447
